type,src,question,prompt,response,id,target,participant,response_num,rating_std
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,if sleep was not necessary everyone would be out at night causing more traffic and traffic accidents,setal08_3.0-0af0ae,2.0,setal08180,3.0,1.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,"hotels, motels etc would have no need of existence",setal08_3.0-449ad8,2.0,setal08180,4.0,1.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,trash can lid,setal08_5.0-abd5e7,1.7,setal08180,1.0,1.1547005383792517
instances,setal08,What is a surprising thing that makes a NOISE?,noise,tooth brush while brushing teeth,setal08_5.0-f3c671,1.7,setal08180,2.0,1.1547005383792517
instances,setal08,What is a surprising thing that makes a NOISE?,noise,flip flops,setal08_5.0-565216,1.0,setal08180,3.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,screwing in a cap or something,setal08_5.0-8d4553,1.3,setal08180,4.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,opening a sealed jar,setal08_5.0-357668,1.0,setal08180,5.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,shutting the door,setal08_5.0-d17767,1.3,setal08180,6.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,locking the door,setal08_5.0-1dfae4,1.3,setal08180,7.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,pressing the gas in a car,setal08_5.0-eb8b66,1.7,setal08180,8.0,1.1547005383792517
instances,setal08,What is a surprising thing that makes a NOISE?,noise,thumbing through the pages in a book,setal08_5.0-9559c0,1.3,setal08180,9.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,writing a paper with pen/pencil,setal08_5.0-315052,1.0,setal08180,10.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,rustling a bag,setal08_5.0-367286,1.3,setal08180,11.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,popping your knuckles,setal08_5.0-1e16be,1.3,setal08180,12.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,top or stools,setal08_2.0-36d4d3,1.3,setal08180,1.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,globes,setal08_2.0-276216,1.3,setal08180,2.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,light bulbs,setal08_2.0-5d1927,1.3,setal08180,3.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,buttons,setal08_2.0-562a75,1.0,setal08180,4.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,door knobs,setal08_2.0-85fe79,1.0,setal08180,5.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,most fruit,setal08_2.0-755833,1.0,setal08180,6.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,bubbles,setal08_2.0-59cb14,1.0,setal08180,7.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,bubble gum ball,setal08_2.0-9ea1d3,1.0,setal08180,8.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,rolled up cookie dough,setal08_2.0-18418e,1.7,setal08180,9.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,no one could drive regular cars-cars have to be remodeled,setal08_6.0-05b124,1.0,setal08180,1.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,climbing in bed would need assistance,setal08_6.0-c6b384,1.7,setal08180,2.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,no clothes previously owned would fit so clothing stores would have to redo retail,setal08_6.0-2fb94b,2.0,setal08180,3.0,1.7320508075688772
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,most every company that makes a product in use everyday would have to design and to accommodate the height costing lots and lots of money,setal08_6.0-eb3b1f,1.0,setal08180,4.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,shortage in stools of course,setal08_6.0-b5ff77,1.3,setal08180,5.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,anchor,setal08_1.0-f0effd,2.0,setal08181,1.0,1.0
uses,setal08,What is a surprising use for a BRICK?,brick,stool,setal08_1.0-4b78de,1.7,setal08181,2.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,table,setal08_1.0-603ee9,1.7,setal08181,3.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,plug in a hole,setal08_4.0-008350,2.3,setal08181,1.0,1.5275252316519463
uses,setal08,What is a surprising use for a KNIFE?,knife,used in place of a tack,setal08_4.0-ceadb9,1.7,setal08181,2.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,used for darts,setal08_4.0-cd0288,1.7,setal08181,3.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,paper cutter,setal08_4.0-c652ca,1.7,setal08181,4.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,death,setal08_3.0-d9aa4d,1.0,setal08181,1.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,all work would be done,setal08_3.0-db64d4,1.7,setal08181,2.0,1.1547005383792517
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,beds would no longer be needed so extra room,setal08_3.0-cce39c,1.7,setal08181,3.0,1.1547005383792517
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,muscles (use energy),setal08_3.0-822415,1.0,setal08181,4.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,be moping around,setal08_3.0-006c81,1.0,setal08181,5.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people would be obese because they would eat more,setal08_3.0-993dc7,1.7,setal08181,6.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,less rules would be needed,setal08_3.0-2f889b,1.0,setal08181,7.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,air,setal08_5.0-813d43,1.3,setal08181,1.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,water,setal08_5.0-adcff4,1.0,setal08181,2.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,insects,setal08_5.0-21cc5a,1.3,setal08181,3.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,investments,setal08_5.0-70079a,2.7,setal08181,4.0,1.5275252316519468
instances,setal08,What is a surprising thing that makes a NOISE?,noise,vibrations,setal08_5.0-e3c7b6,1.0,setal08181,5.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,walls creaking,setal08_5.0-b47bec,1.0,setal08181,6.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,lights,setal08_5.0-08bd61,1.3,setal08181,7.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,wheel,setal08_2.0-ab3004,1.0,setal08181,1.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,sun,setal08_2.0-09368c,1.7,setal08181,2.0,1.1547005383792517
instances,setal08,What is a surprising thing that is ROUND?,round,ball,setal08_2.0-f8aff8,1.0,setal08181,3.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,moon,setal08_2.0-f6da82,1.7,setal08181,4.0,1.1547005383792517
instances,setal08,What is a surprising thing that is ROUND?,round,eye,setal08_2.0-52b208,1.0,setal08181,5.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,lightbulb,setal08_2.0-3757bf,1.3,setal08181,6.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,windows,setal08_2.0-10d660,1.3,setal08181,7.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,door knobs,setal08_2.0-69b40f,1.0,setal08181,8.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,coins,setal08_2.0-fc296f,1.0,setal08181,9.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,prey instead of predator,setal08_6.0-5510c1,2.0,setal08181,1.0,1.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,no driving cars,setal08_6.0-96d5a3,1.0,setal08181,2.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,more harmful things after us,setal08_6.0-187410,1.0,setal08181,3.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,longer time to accomplish things,setal08_6.0-a55141,1.0,setal08181,4.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,eventually technology would adapt because of how small it is getting,setal08_6.0-59b5d2,2.3,setal08181,5.0,1.1547005383792517
uses,setal08,What is a surprising use for a BRICK?,brick,build a wall,setal08_1.0-330321,1.0,setal08182,1.0,0.0
uses,setal08,What is a surprising use for a BRICK?,brick,lift weights with each arm,setal08_1.0-b812e8,1.3,setal08182,2.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,paint on it and display it on a wall,setal08_4.0-acfcdf,2.0,setal08182,1.0,1.0
uses,setal08,What is a surprising use for a KNIFE?,knife,stab or cut something with it,setal08_4.0-b11352,1.0,setal08182,2.0,0.0
uses,setal08,What is a surprising use for a KNIFE?,knife,use it as a protector from things,setal08_4.0-66d963,1.0,setal08182,3.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,they wouldn't be able to use their brain as wisely,setal08_3.0-566e9f,1.3,setal08182,1.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,they would eventually be washed out from no rest,setal08_3.0-1e970a,1.0,setal08182,2.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people would become fatter because a lot of people have big appetites at night,setal08_3.0-1b5ed8,1.7,setal08182,3.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,they wouldn't think as well when problems arise,setal08_3.0-4fc96b,1.0,setal08182,4.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,the sound a floor makes after jumping up and down,setal08_5.0-2e435b,1.7,setal08182,1.0,1.1547005383792517
instances,setal08,What is a surprising thing that makes a NOISE?,noise,the sound leaves make when being blown across pavement,setal08_5.0-9c4f50,2.0,setal08182,2.0,1.7320508075688772
instances,setal08,What is a surprising thing that makes a NOISE?,noise,the sound of an air conditioner makes when it turns on,setal08_5.0-b051a7,1.3,setal08182,3.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,the sound grease makes when it's being heated,setal08_5.0-1780cb,2.3,setal08182,4.0,1.5275252316519463
instances,setal08,What is a surprising thing that is ROUND?,round,doorknob,setal08_2.0-a4ad23,1.0,setal08182,1.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,light bulb,setal08_2.0-2d3ecc,1.3,setal08182,2.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,oranges,setal08_2.0-02cbcc,1.0,setal08182,3.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,eyeball,setal08_2.0-e45a59,1.0,setal08182,4.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,button,setal08_2.0-073113,1.0,setal08182,5.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,bottle cap,setal08_2.0-613535,1.3,setal08182,6.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,the plate in the mircowave that spins,setal08_2.0-1473d9,3.0,setal08182,7.0,1.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,the buildings and doors would be too big,setal08_6.0-bcc3a4,1.0,setal08182,1.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,the food we ate would be too much for our mouths to take,setal08_6.0-c7b636,1.7,setal08182,2.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,we would have to make smaller cars and shorter stop lights,setal08_6.0-2d32fc,1.0,setal08182,3.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,basically just build everything to our size,setal08_6.0-911bd5,1.7,setal08182,4.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,babies would be very thin when born,setal08_6.0-1eb81d,1.7,setal08182,5.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,the environment would be a completely different point of view to us,setal08_6.0-d690fa,1.7,setal08182,6.0,1.1547005383792517
uses,setal08,What is a surprising use for a BRICK?,brick,"hit somebody with it, or a hammer",setal08_1.0-ba5dda,1.3,setal08183,1.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,engrave/carve somthing in it,setal08_1.0-32608d,2.0,setal08183,2.0,1.0
uses,setal08,What is a surprising use for a BRICK?,brick,"paint it, decorate, make it a garden figure",setal08_1.0-9f5118,1.7,setal08183,3.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,"door stopper, or hold something down in the wind",setal08_1.0-f82545,1.0,setal08183,4.0,0.0
uses,setal08,What is a surprising use for a BRICK?,brick,"use the holes to put pencils in, or other office supplies when it is on your desk",setal08_1.0-24d75d,1.7,setal08183,5.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,stand on it to reach something,setal08_1.0-56301c,1.7,setal08183,6.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,cut down a tree or limb,setal08_4.0-a84f4e,1.3,setal08183,1.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,open a bottle or can,setal08_4.0-5cbf0d,1.7,setal08183,2.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,"instead of stabbing someone, just hit with the back of the blade",setal08_4.0-409635,1.7,setal08183,3.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,"instead of cutting or chopping, stir a liquid or use it to scoop up food",setal08_4.0-942345,2.0,setal08183,4.0,1.0
uses,setal08,What is a surprising use for a KNIFE?,knife,shaving,setal08_4.0-c69270,1.3,setal08183,5.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,dig a hole in the ground,setal08_4.0-a5a2b5,1.3,setal08183,6.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,"instead of using a screwdriver, use the knife",setal08_4.0-0a7661,2.0,setal08183,7.0,1.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,couldn't pay attention as long or as well,setal08_3.0-e2f5be,1.0,setal08183,1.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,would start talking about crazy things or not making sense,setal08_3.0-298e58,1.3,setal08183,2.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,"forget where they were, what they were doing and why they were doing it",setal08_3.0-0d7d40,1.3,setal08183,3.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,"their appearance wouold not look as good their eyes would be bloodshot, etc",setal08_3.0-de62bc,1.0,setal08183,4.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,would become bored,setal08_3.0-b90fc2,1.7,setal08183,5.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,might get into more trouble,setal08_3.0-502adf,1.3,setal08183,6.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,"they would start doing certain things more (which could be good or bad), like shopping, eating, exercising, etc",setal08_3.0-cd4a64,1.3,setal08183,7.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,when bones crack or creak,setal08_5.0-9516b0,1.3,setal08183,1.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,when the heater system makes banging noises,setal08_5.0-4c85c2,1.3,setal08183,2.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,zebras,setal08_5.0-8e8251,1.7,setal08183,3.0,1.1547005383792517
instances,setal08,What is a surprising thing that makes a NOISE?,noise,when someone drinks and you can hear them swallow,setal08_5.0-e784f6,1.7,setal08183,4.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,scratching on the board,setal08_5.0-536339,1.3,setal08183,5.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,earmuffs,setal08_2.0-bbe16c,1.3,setal08183,1.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,"food-pizza, cake, cookie, pie",setal08_2.0-11b487,1.0,setal08183,2.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,snowballs,setal08_2.0-97dadf,1.0,setal08183,3.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,portraits,setal08_2.0-379f2c,1.7,setal08183,4.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,erasers,setal08_2.0-d0926a,1.0,setal08183,5.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,free weights,setal08_2.0-00859a,1.7,setal08183,6.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,wheels,setal08_2.0-4bdc14,1.0,setal08183,7.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,steering wheel,setal08_2.0-49da7e,1.0,setal08183,8.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,eyeballs,setal08_2.0-9d76f7,1.0,setal08183,9.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,wouldn't be able to eat as much food,setal08_6.0-5da0c0,1.3,setal08183,1.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,you'd get lost in your bed,setal08_6.0-608cbd,1.7,setal08183,2.0,1.1547005383792517
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,couldn't drive cars,setal08_6.0-66cbfd,1.7,setal08183,3.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,couldn't walk/run as fast as one normally would,setal08_6.0-fdfc53,1.3,setal08183,4.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,would be able to notice smaller things because they would be on the same level,setal08_6.0-67d8e1,2.0,setal08183,5.0,1.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,cats and dogs would be their size or bigger,setal08_6.0-b3e393,1.3,setal08183,6.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,bears would probably hunt us,setal08_6.0-befba5,1.3,setal08183,7.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,toy car,setal08_1.0-9d9c67,2.0,setal08184,1.0,1.0
uses,setal08,What is a surprising use for a BRICK?,brick,action figure-paint a face on it,setal08_1.0-0c4528,3.0,setal08184,2.0,1.0
uses,setal08,What is a surprising use for a BRICK?,brick,hold books on a shelf,setal08_1.0-3bae4d,1.7,setal08184,3.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,art designs,setal08_1.0-172a8b,2.0,setal08184,4.0,1.0
uses,setal08,What is a surprising use for a BRICK?,brick,house for bugs,setal08_1.0-f1f4a5,2.7,setal08184,5.0,1.5275252316519463
uses,setal08,What is a surprising use for a BRICK?,brick,cookie cutter,setal08_1.0-b9ba70,2.3,setal08184,6.0,1.5275252316519463
uses,setal08,What is a surprising use for a BRICK?,brick,sandwich smusher: presses them,setal08_1.0-ec8500,3.0,setal08184,7.0,1.0
uses,setal08,What is a surprising use for a KNIFE?,knife,a play rocketship,setal08_4.0-4cd175,3.0,setal08184,1.0,1.0
uses,setal08,What is a surprising use for a KNIFE?,knife,add wheels and make it into a toy car,setal08_4.0-fef6ef,4.3,setal08184,2.0,1.1547005383792517
uses,setal08,What is a surprising use for a KNIFE?,knife,use as a letter opener,setal08_4.0-3fabae,1.7,setal08184,3.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,toe nail/fingernail cutter,setal08_4.0-d17ed1,1.7,setal08184,4.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,hold down a stack of papers: put into papers vertically,setal08_4.0-4c66d4,2.3,setal08184,5.0,0.5773502691896258
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people would eat all the time,setal08_3.0-f2e67c,1.7,setal08184,1.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,stores would never have to close,setal08_3.0-168bf2,1.0,setal08184,2.0,0.0
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,"people would have to invent more things to do, to occupy the time they don't sleep",setal08_3.0-5c954a,2.0,setal08184,3.0,1.7320508075688772
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,there would be more pollution and waste,setal08_3.0-f08f19,1.3,setal08184,4.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people could get more things accomplished,setal08_3.0-d7d79b,1.7,setal08184,5.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,war would mostly likely break out,setal08_3.0-6e25bf,1.7,setal08184,6.0,1.1547005383792517
instances,setal08,What is a surprising thing that makes a NOISE?,noise,fingernails on a chalk board,setal08_5.0-043fbd,1.3,setal08184,1.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,door slamming,setal08_5.0-fd51af,1.0,setal08184,2.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,chair with wheels rolling across a hardwood floor,setal08_5.0-469da1,1.0,setal08184,3.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,sound of wind gusting by,setal08_5.0-8f21f4,1.3,setal08184,4.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,raindrops on a tin roof,setal08_5.0-a3e7aa,1.7,setal08184,5.0,1.1547005383792517
instances,setal08,What is a surprising thing that makes a NOISE?,noise,tap shoes on a hardwood floor,setal08_5.0-66c713,1.7,setal08184,6.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,the sound of utensils rubbing together,setal08_5.0-e6a4d9,1.3,setal08184,7.0,0.5773502691896257
instances,setal08,What is a surprising thing that makes a NOISE?,noise,sound of a stuffy nose,setal08_5.0-c22c82,1.0,setal08184,8.0,0.0
instances,setal08,What is a surprising thing that makes a NOISE?,noise,creak of an old swing set,setal08_5.0-5827f2,1.7,setal08184,9.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,wheels on a chair,setal08_2.0-b9a79d,1.0,setal08184,1.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,eyeballs,setal08_2.0-9f4f56,1.0,setal08184,2.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,person's head,setal08_2.0-8de7d3,1.3,setal08184,3.0,0.5773502691896257
instances,setal08,What is a surprising thing that is ROUND?,round,sports balls,setal08_2.0-8d4f74,1.0,setal08184,4.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,top of a can,setal08_2.0-2469c9,1.0,setal08184,5.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,tomato,setal08_2.0-312fc9,1.0,setal08184,6.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,oranges,setal08_2.0-9be770,1.0,setal08184,7.0,0.0
instances,setal08,What is a surprising thing that is ROUND?,round,picture frame,setal08_2.0-e829a8,2.0,setal08184,8.0,1.0
instances,setal08,What is a surprising thing that is ROUND?,round,coins,setal08_2.0-0582da,1.0,setal08184,9.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,there would be no need for cars,setal08_6.0-f0a019,1.0,setal08184,1.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,less pollution and waste in the world,setal08_6.0-f45b82,1.0,setal08184,2.0,0.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,people would have have to be aware and cautious of animals larger than 12 inches,setal08_6.0-9e8ce6,2.0,setal08184,3.0,1.0
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,"the economy wouold have to accommodate people of 12 inches tall (all ex) clothing sizes, shoe size, meal sizes, housing etc.",setal08_6.0-5f7841,1.7,setal08184,4.0,0.5773502691896257
consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,you could travel into small cracks,setal08_6.0-a58b3d,1.3,setal08184,5.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,doorstop,setal08_1.0-446b80,1.0,setal08185,1.0,0.0
uses,setal08,What is a surprising use for a BRICK?,brick,paperweights,setal08_1.0-a0aeb0,1.3,setal08185,2.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,window breaker,setal08_1.0-d08c07,1.3,setal08185,3.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,weight for holding down something,setal08_1.0-123323,1.0,setal08185,4.0,0.0
uses,setal08,What is a surprising use for a BRICK?,brick,a workout weight,setal08_1.0-5f602e,1.7,setal08185,5.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,put under an uneven table leg,setal08_1.0-ca437b,1.7,setal08185,6.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,grind it into dust for paint color,setal08_1.0-41b203,2.7,setal08185,7.0,2.081665999466133
uses,setal08,What is a surprising use for a BRICK?,brick,paint it for artwork,setal08_1.0-fbb439,1.7,setal08185,8.0,0.5773502691896257
uses,setal08,What is a surprising use for a BRICK?,brick,use it to hold up firewood in a fireplace,setal08_1.0-5b4722,2.0,setal08185,9.0,1.0
uses,setal08,What is a surprising use for a KNIFE?,knife,screwdriver (flathead),setal08_4.0-ae6b13,1.7,setal08185,1.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,letter opener,setal08_4.0-a4f069,1.7,setal08185,2.0,1.1547005383792517
uses,setal08,What is a surprising use for a KNIFE?,knife,paint mixer,setal08_4.0-98e2f9,1.7,setal08185,3.0,1.1547005383792517
uses,setal08,What is a surprising use for a KNIFE?,knife,nail puller,setal08_4.0-35216e,1.7,setal08185,4.0,0.5773502691896257
uses,setal08,What is a surprising use for a KNIFE?,knife,play games (roulette),setal08_4.0-44b9a3,2.0,setal08185,5.0,1.0
uses,setal08,What is a surprising use for a KNIFE?,knife,hold up something to a wall/ board,setal08_4.0-e6842e,2.0,setal08185,6.0,1.0
